,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
31576,KT_BE,Regierungsstatthalteramt Berner Jura,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_14465,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31577,KT_BE,Regierungsstatthalteramt Biel/Bienne,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_14141,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31578,KT_BE,Regierungsstatthalteramt Seeland,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15336,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31579,KT_BE,Regierungsstatthalteramt Oberaargau,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15335,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31580,KT_BE,Regierungsstatthalteramt Emmental,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15140,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31581,KT_BE,Regierungsstatthalteramt Bern-Mittelland,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15288,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31582,KT_BE,Regierungsstatthalteramt Thun,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_14379,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31583,KT_BE,Regierungsstatthalteramt Obersimmental-Saanen,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15430,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31584,KT_BE,Regierungsstatthalteramt Frutigen-Niedersimmental,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_14682,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31585,KT_BE,Regierungsstatthalteramt Interlaken-Oberhasli,of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_14603,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31586,KT_BE,"Amtsbezirke, Linie",of_boundaries05_de_ms_wfs:ADMVERW_ABZGRZL_VW_1646,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31587,KT_BE,"Amtsbezirke, Fläche",of_boundaries05_de_ms_wfs:ADMVERW_ABZGRZ_VW_4878,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31588,KT_BE,"Verwaltungsregionen, Beschriftung",of_boundaries05_de_ms_wfs:ADMVERW_VERWREG_VW_31028,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31589,KT_BE,"Verwaltungsregionen, Linie",of_boundaries05_de_ms_wfs:ADMVERW_VERWREGL_VW_31027,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31590,KT_BE,"Verwaltungskreise, Linie",of_boundaries05_de_ms_wfs:ADMVERW_VERWKRL_VW_31806,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31591,KT_BE,"Verwaltungskreise, Fläche",of_boundaries05_de_ms_wfs:ADMVERW_VERWKR_VW_31031,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31592,KT_BE,Subregion Versorgungsraum stationäre Langzeitpflege,of_boundaries05_de_ms_wfs:ADMVPG_LZSR_VW_18945,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31593,KT_BE,Versorgungsraum stationäre Langzeitpflege,of_boundaries05_de_ms_wfs:ADMVPG_LZR_VW_18946,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31594,KT_BE,Versorgungsraum Pflege zu Hause (Spitex),of_boundaries05_de_ms_wfs:ADMVPG_SPITEX_VW_18947,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31595,KT_BE,Zivilschutzschutzorganisationen,ADMZORG_ZSORG_VW_29236,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Zivilschutzschutzorganisationen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMZORG_ZSORG_VW_29236||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Die Karte gibt Auskunft über die Zuständigkeiten der Zivilschutzorganisationen,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31596,KT_BE,"Zivilschutzschutzorganisationen, Beschriftung",ADMZORG_ZSORG_VW_29237,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Zivilschutzschutzorganisationen, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMZORG_ZSORG_VW_29237||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Die Karte gibt Auskunft über die Zuständigkeiten der Zivilschutzorganisationen,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31597,KT_BE,Eichkreise,ADMREA_REA_VW_36658,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Eichkreise||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMREA_REA_VW_36658||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Eichkreise,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31598,KT_BE,"Eichkreise, Beschriftung",ADMREA_REA_VW_36657,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Eichkreise, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMREA_REA_VW_36657||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Eichkreise,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31599,KT_BE,KESB Mittelland-Süd,ADMKESB_KREIS_VW_26416,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Mittelland-Süd||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26416||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31600,KT_BE,KESB Oberaargau,ADMKESB_KREIS_VW_26415,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Oberaargau||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26415||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31601,KT_BE,KESB Oberland-Ost,ADMKESB_KREIS_VW_26414,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Oberland-Ost||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26414||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31602,KT_BE,KESB Oberland-West,ADMKESB_KREIS_VW_26413,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Oberland-West||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26413||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31603,KT_BE,KESB Thun,ADMKESB_KREIS_VW_26412,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Thun||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26412||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31604,KT_BE,KESB Bern (Stadt),ADMKESB_KREIS_VW_26411,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Bern (Stadt)||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26411||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31605,KT_BE,KESB Berner-Jura,ADMKESB_KREIS_VW_26410,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Berner-Jura||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26410||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31606,KT_BE,KESB Seeland,ADMKESB_KREIS_VW_26409,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Seeland||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26409||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31607,KT_BE,KESB Biel/Bienne,ADMKESB_KREIS_VW_26408,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Biel/Bienne||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26408||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31608,KT_BE,KESB Emmental,ADMKESB_KREIS_VW_26407,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Emmental||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26407||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31609,KT_BE,KESB Mittelland-Nord,ADMKESB_KREIS_VW_26406,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||KESB Mittelland-Nord||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26406||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31610,KT_BE,"Kreiseinteilung KESB, Fläche",ADMKESB_KREIS_VW_26239,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kreiseinteilung KESB, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26239||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31611,KT_BE,"Kreiseinteilung KESB, Umriss",ADMKESB_KREIS_VW_26240,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kreiseinteilung KESB, Umriss||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26240||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31612,KT_BE,"Kreiseinteilung KESB, Beschriftung",ADMKESB_KREIS_VW_26402,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Kreiseinteilung KESB, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer?||ADMKESB_KREIS_VW_26402||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Im Kanton Bern gibt es elf kantonale Kindes- und Erwachsenenschutzbehörden und eine burgerliche KESB. Wenden Sie sich jeweils an die für die entsprechende Region zuständige Stelle.,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31613,KT_BE,"Kreiseinteilung KESB, Fläche",of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26239,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31614,KT_BE,KESB Mittelland-Nord,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26406,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31615,KT_BE,KESB Emmental,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26407,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31616,KT_BE,KESB Biel/Bienne,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26408,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31617,KT_BE,KESB Seeland,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26409,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31618,KT_BE,KESB Berner-Jura,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26410,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31619,KT_BE,KESB Bern (Stadt),of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26411,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31620,KT_BE,KESB Thun,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26412,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31621,KT_BE,KESB Oberland-West,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26413,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31622,KT_BE,KESB Oberland-Ost,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26414,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31623,KT_BE,KESB Oberaargau,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26415,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31624,KT_BE,KESB Mittelland-Süd,of_boundaries06_de_ms_wfs:ADMKESB_KREIS_VW_26416,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31625,KT_BE,"Eichkreise, Beschriftung",of_boundaries06_de_ms_wfs:ADMREA_REA_VW_36657,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31626,KT_BE,Zivilschutzschutzorganisationen,of_boundaries06_de_ms_wfs:ADMZORG_ZSORG_VW_29236,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries06_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31627,KT_BE,Blatteinteilung,WANDERNS_BLAEIN_VW_12931,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Blatteinteilung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre01_de_ms_wms/MapServer/WMSServer?||WANDERNS_BLAEIN_VW_12931||1.3.0&E=2610783.8566866843&N=1187660.5498266388&zoom=2,Blatteinteilung der Sachplankarte in der gedruckten oder PDF-Version des [Sachplans Wanderroutennetz](https://www.bvd.be.ch/content/dam/bvd/dokumente/de/tba/mobilitaet/velo-und-fussverkehr/mb-vf-sachplan-wanderroutennetz.pdf).,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_planningcadastre01_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
